Empresa,Receita Líq.,Lucro Líquido,Rentabilidade Receita,Capital de Giro,Sub-região,Cidade_normalizada,Cidade
ROGER DE MELO WAKIM,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ROGERIO STIVAL,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ROGERIO VANDERLEI TOME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ROKS E SUZUKI LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ROMANHA INDUSTRIA DE ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
ROMANINI COMPANHIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ROMANUS SOLUCOES TECNOLOGICAS LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
ROMARIO TELES DE LIMA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ROMEU AUGUSTO ZAMLORENZI,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
ROMPLAS INDUSTRIA E COMERCIO DE LAMINADOS PLASTICOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ROMPLAS INDUSTRIA E COMERCIO DE LAMINADOS PLASTICOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
