Empresa,Receita Líq.,Lucro Líquido,Rentabilidade Receita,Capital de Giro,Sub-região,Cidade_normalizada,Cidade
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,assis chateaubriand,Assis Chateaubriand
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,nova santa rosa,Nova Santa Rosa
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,ouro verde do oeste,Ouro Verde do Oeste
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,sao pedro do iguacu,São Pedro do Iguaçu
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,sao pedro do iguacu,São Pedro do Iguaçu
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,tupassi,Tupãssi
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,tupassi,Tupãssi
"COODETEC DESENVOLVIMENTO, PRODUÇÃO E COMERCIALIZAÇÃO AGRICOLA LTDA",ND,ND,ND,ND,Desconhecida,palotina,Palotina
COOP AGROPECUARIA MEDIO OESTE DO PA RANA,ND,ND,ND,ND,Desconhecida,assis chateaubriand,Assis Chateaubriand
COOP ELETRIF DESENV ECONOMICO MAL CANDIDO RONDON,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
COOP. DE ELETRIF. E DESENV. ECONOMICO DE MAL. CDO. RONDON - CER,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL COOPAGRIL,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Desconhecida,entre rios do oeste,Entre Rios do Oeste
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Desconhecida,guaira,Guaíra
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL LAR,ND,ND,ND,ND,Desconhecida,santa helena,Santa Helena
COOPERATIVA AGROPECUÁRIA DO MÉDIO OESTE DO PARANÁ - AGROPAR,ND,ND,ND,ND,Desconhecida,assis chateaubriand,Assis Chateaubriand
COOPERATIVA AGROPECUÁRIA DO MÉDIO OESTE PARANA LTDA,ND,ND,ND,ND,Desconhecida,assis chateaubriand,Assis Chateaubriand
COOPERATIVA CENTRAL DE PESQUISA AGR COOCENTRAL,ND,ND,ND,ND,Desconhecida,palotina,Palotina
COOPERATIVA DOS PRODUTORES DE SUINOS E LEITE DO OESTE DO PARANÁ,ND,ND,ND,ND,Desconhecida,toledo,Toledo
COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA,ND,ND,ND,ND,Desconhecida,tupassi,Tupãssi
COPISCES - COOPERATIVA AGROINDUSTRIAL DE PISCICULTURA PISC,ND,ND,ND,ND,Desconhecida,toledo,Toledo
CORTEVA AGRISCIENCE DO BRASIL LTDA.,ND,ND,ND,ND,Desconhecida,toledo,Toledo
COSTA OESTE SERVIÇOS LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
COTRIGUAÇU COOPERATIVA CENTRAL,ND,ND,ND,ND,Desconhecida,palotina,Palotina
CRYSTAL SPRING BRASIL EQUIPAMENTOS PARA AGROINDUSTRIA LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
DE HEUS INDUSTRIA E COMERCIO DE NUTRICAO ANIMAL LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
DISAM-DISTRIBUIDOR DE INSUMOS AGRICOLAS SUL AMAERICA LTDA,ND,ND,ND,ND,Desconhecida,santa helena,Santa Helena
DISTRIBUIDORA DE PECAS MARFISA LTDA,ND,ND,ND,ND,Desconhecida,assis chateaubriand,Assis Chateaubriand
DOMANI PRODUTOS NATURAIS LTDA - ME,ND,ND,ND,ND,Desconhecida,pato bragado,Pato Bragado
DOMENCIANO R.NEVES & CIA LTDA - ME,ND,ND,ND,ND,Desconhecida,guaira,Guaíra
ENGFARMA ENGENHARIA DE EQUIPAMENTOS FARMACÊUTICOS EIRELI,ND,ND,ND,ND,Desconhecida,toledo,Toledo
EPM - EMPRESA PARANAENSE DE MONTAGE,ND,ND,ND,ND,Desconhecida,toledo,Toledo
EXPORTADORA RIO DA PRATA LTDA.,ND,ND,ND,ND,Desconhecida,guaira,Guaíra
FACCIN & FACCIN LTDA,ND,ND,ND,ND,Desconhecida,assis chateaubriand,Assis Chateaubriand
FARIMA INDÚSTRIA E COMERCIO DE SUBPRODUTOS ANIMAIS LTDA,ND,ND,ND,ND,Desconhecida,tupassi,Tupãssi
FARTURA-AGRO INDUSTRIAL LTDA,ND,ND,ND,ND,Desconhecida,assis chateaubriand,Assis Chateaubriand
FAVILLE INDÚSTRIA E COMÉRCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
FIASUL INDUSTRIA DE FIOS LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
FIDLER FIDLER LTDA,ND,ND,ND,ND,Desconhecida,pato bragado,Pato Bragado
FINO PRODUTOS INDUSTRIAIS LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
FRIMESA COOPERATIVA CENTRAL,ND,ND,ND,ND,Desconhecida,assis chateaubriand,Assis Chateaubriand
FRIMESA COOPERATIVA CENTRAL,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
FRIMESA COOPERATIVA CENTRAL,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
GLOBOSUÍNO AGROPECUÁRIA S A,ND,ND,ND,ND,Desconhecida,toledo,Toledo
GOZZI AGRICOLA LTDA,ND,ND,ND,ND,Desconhecida,ouro verde do oeste,Ouro Verde do Oeste
GOZZI AGRICOLA LTDA,ND,ND,ND,ND,Desconhecida,ouro verde do oeste,Ouro Verde do Oeste
GRUNPLAS INDUSTRIA E COMERCIO DE PLASTICOS EIRELI,ND,ND,ND,ND,Desconhecida,nova santa rosa,Nova Santa Rosa
I RIEDI & CIA LTDA,ND,ND,ND,ND,Desconhecida,assis chateaubriand,Assis Chateaubriand
I.RIEDI CIA LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
INAB INDUSTRIA NACIONAL BEBIDAS LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
IND COM FRIOS PEIXE BOM LTDA,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
IND. E COM. DE PRODUTOS DE LEITE BOMBARDELLI LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
INDEMIL INDUSTRIA E COMÉRCIO S.A,ND,ND,ND,ND,Desconhecida,guaira,Guaíra
INDÚSTRIA AGRO COMERCIAL CASSAVA S.A,ND,ND,ND,ND,Desconhecida,maripa,Maripá
INDUSTRIA DE CHOCOLATES ROMA LTDA.,ND,ND,ND,ND,Desconhecida,toledo,Toledo
INDUSTRIA DE FERTILIZANTES MACROBIO LTDA,ND,ND,ND,ND,Desconhecida,santa helena,Santa Helena
INDÚSTRIA DE FRIOS SAMOLLÉ LTDA,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
INDUSTRIA E COMERCIO DE LATICINIOS PEREIRA LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
INOMAQ INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Desconhecida,guaira,Guaíra
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Desconhecida,guaira,Guaíra
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Desconhecida,mercedes,Mercedes
JUANE SUPERMERCADO LTDA,ND,ND,ND,ND,Desconhecida,quatro pontes,Quatro Pontes
KAEFER AGRO INDUSTRIAL LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
KEK INDÚSTRIA E COMÉRCIO LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
KUNZLER & COSSLER LTDA,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
LAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
LAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,santa helena,Santa Helena
LAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,santa helena,Santa Helena
LATICINIOS GUAIRA LTDA,ND,ND,ND,ND,Desconhecida,guaira,Guaíra
LATICINIOS LATCO LTDA,ND,ND,ND,ND,Desconhecida,maripa,Maripá
LATICINIOS NITUANO LTDA,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
LATICINIOS PALOTINA LTDA,ND,ND,ND,ND,Desconhecida,palotina,Palotina
MCR AMIDOS LTDA,ND,ND,ND,ND,Desconhecida,mercedes,Mercedes
MINERAÇÃO CAVALLIERE,ND,ND,ND,ND,Desconhecida,terra roxa,Terra Roxa
MINERACAO FLORESTA DE GUAIRA LTDA,ND,ND,ND,ND,Desconhecida,terra roxa,Terra Roxa
MOINHO IGUAÇU AGROINDUSTRIAL LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
MOINHO IGUACU AGROINDUSTRIAL S.A,ND,ND,ND,ND,Desconhecida,tupassi,Tupãssi
MUNDI MERCANTIL LTDA,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
PILÃO AMIDOS LTDA,ND,ND,ND,ND,Desconhecida,guaira,Guaíra
PLUSVAL AGROAVICOLA LTDA,ND,ND,ND,ND,Desconhecida,tupassi,Tupãssi
POERSCH IND E COM DE PRODUTOS METALURGICOS LTDA - ME,ND,ND,ND,ND,Desconhecida,entre rios do oeste,Entre Rios do Oeste
"PRATI, DONADUZZI & CIA LTDA",ND,ND,ND,ND,Desconhecida,toledo,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,toledo,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,toledo,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,toledo,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,toledo,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,toledo,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,toledo,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,toledo,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,toledo,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,toledo,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,toledo,Toledo
PROTEICO INGREDIENTES ALIMENTICIOS LTDA - ME,ND,ND,ND,ND,Desconhecida,toledo,Toledo
PROVER CONSULTORIA AMBIENTAL E SEGURANÇA DO TRABALHO EIRELI - ME,ND,ND,ND,ND,Desconhecida,toledo,Toledo
QUIMIPAR LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
QUIMITOL INDUSTRIA E COMERCIO PRODUTOS QUIMICOS LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
SADIA S.A,ND,ND,ND,ND,Desconhecida,toledo,Toledo
SAFEEDS - NUTRICAO ANIMAL LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
SEARA ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
SOORO RENNER NUTRICAO S/A,ND,ND,ND,ND,Desconhecida,marechal candido rondon,Marechal Cândido Rondon
TECTRON IMPORTADORA E EXPORT DE PRODUTOS VETERINÁRIOS LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
USINA DE BEN DE LEITE LATCO LTDA,ND,ND,ND,ND,Desconhecida,maripa,Maripá
V.P.L.R. CONFECCOES LTDA - EPP,ND,ND,ND,ND,Desconhecida,terra roxa,Terra Roxa
VACCINAR INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
VACCINAR INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Desconhecida,toledo,Toledo
AÇUCAREIRA ENERGY LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
ADITA-ASSOC DISTR INSUMOS TECNOL AG ROPEC,ND,ND,ND,ND,Região 12,umuarama,Umuarama
AGRO IND E COM DE ALIMENTOS J V LTDA,ND,ND,ND,ND,Sub-região 13,tapejara,Tapejara
AGROPAR-COOPERATIVA AGROINDUSTRIAL DO MÉDIO OESTE DO PRARANÁ,ND,ND,ND,ND,Desconhecida,brasilandia do sul,Brasilândia do Sul
ALIMENTOS ZAELI LTDA,ND,ND,ND,ND,Região 12,umuarama,Umuarama
ALPHA TABACOS DO BRASIL LTDA - EPP,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
AMARALINA - INDUSTRIA E COMERCIO DE MASSAS EIRELI,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
AMAZON TRANSPORTES LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
C VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Região 12,umuarama,Umuarama
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,alto piquiri,Alto Piquiri
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,alto piquiri,Alto Piquiri
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,alto piquiri,Alto Piquiri
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,brasilandia do sul,Brasilândia do Sul
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,brasilandia do sul,Brasilândia do Sul
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,francisco alves,Francisco Alves
CIA LORENZ,ND,ND,ND,ND,Região 12,umuarama,Umuarama
COAGE SOCIEDADE CRUZEIRO DO OESTE ARMAZENS GERAIS LTDA,ND,ND,ND,ND,Desconhecida,cruzeiro do oeste,Cruzeiro do Oeste
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,alto piquiri,Alto Piquiri
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,brasilandia do sul,Brasilândia do Sul
COAMO AGROINDÚSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,mariluz,Mariluz
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,altonia,Altônia
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,cruzeiro do oeste,Cruzeiro do Oeste
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Região 12,douradina,Douradina
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Região 12,umuarama,Umuarama
COMPANHIA SULAMERICANA DE DISTRIBUICAO,ND,ND,ND,ND,Região 12,umuarama,Umuarama
COOPERATIVA DOS PRODUTORES DE LEITE DO TERRITORIO ENTRE RIOS - COOPELE,ND,ND,ND,ND,Desconhecida,sao jorge do patrocinio,São Jorge do Patrocínio
COSTA BIOENERGIA LTDA,ND,ND,ND,ND,Região 12,umuarama,Umuarama
DAVOS IMPORTAÇÃO E COMERCIO DE PRODUTOS QUIMICOS LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
DE SANGOSSE AGROQUIMICA LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
DELEIT - INDUSTRIA E COMERCIO DE LATICINIOS - EIRELI - ME,ND,ND,ND,ND,Região 12,perobal,Perobal
DENER ANDERSON MAZZI & CIA LTDA-ME,ND,ND,ND,ND,Desconhecida,altonia,Altônia
DIPLOMATA S A INDUSTRIAL E COMERCIAL,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
DIPROVEX INDÚSTRIA E COMERCIO DE NUTRIÇÃO ANIMAL LTDA EPP,ND,ND,ND,ND,Região 12,xambre,Xambrê
EXTRATUS FARMACIA DE MANIPULACAO LTDA - ME,ND,ND,ND,ND,Região 12,umuarama,Umuarama
FENIX INDUSTRIA DE TUBOS LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
FIAÇÃO DE SEDA BRATAC S.A.,ND,ND,ND,ND,Região 12,umuarama,Umuarama
FRIGORIFICO ASTRA DO PARANA LTDA,ND,ND,ND,ND,Desconhecida,cruzeiro do oeste,Cruzeiro do Oeste
FRIGORIFICO ASTRA DO PARANÁ LTDA,ND,ND,ND,ND,Desconhecida,cruzeiro do oeste,Cruzeiro do Oeste
FRIGORIFICO RAINHA DA PAZ LTDA.,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
GAZIN IND E COM DE MOVEIS E ELETRODOMESTICOS LTDA,ND,ND,ND,ND,Região 12,douradina,Douradina
GAZIN INDUSTRIA DE COLCHOES LTDA,ND,ND,ND,ND,Região 12,douradina,Douradina
GAZIN INDUSTRIA E COMERCIO DE MOVEIS E ELETRODOMESTICOS LTDA,ND,ND,ND,ND,Região 12,douradina,Douradina
GAZIN INDUSTRIA E COMERCIO DE MOVEIS E ELETRODOMESTICOS LTDA,ND,ND,ND,ND,Região 12,douradina,Douradina
GELPRIME INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
GERDAU ACOMINAS S/A,ND,ND,ND,ND,Região 12,umuarama,Umuarama
GERDAU ACOS LONGOS S.A.,ND,ND,ND,ND,Região 12,umuarama,Umuarama
GERDAU COMERCIAL DE ACOS S.A.,ND,ND,ND,ND,Região 12,umuarama,Umuarama
GERDAU S.A.,ND,ND,ND,ND,Região 12,umuarama,Umuarama
GOMES & RONCOLATO LTDA,ND,ND,ND,ND,Desconhecida,perola,Pérola
I. J. ROGALSKI - ME,ND,ND,ND,ND,Desconhecida,mariluz,Mariluz
I.P.F.B. INDUSTRIA DE PRODUTOS FARMACEUTICOS E BIOTECNOLOGICOS LTD,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
INCUBATÓRIO CANÇÃO LTDA,ND,ND,ND,ND,Região 12,douradina,Douradina
IND LATICINIOS ALTONIA LTDA,ND,ND,ND,ND,Desconhecida,altonia,Altônia
INNOVARE QUIMICA DO BRASIL LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
JR BOVINOS LTDA,ND,ND,ND,ND,Região 12,icaraima,Icaraíma
KAPERSUL INDUSTRIA E COMERCIO DE PAPEIS S/A,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
KEBRA-SOL IND. E COMERCIO DE TELHAS DE ACO E PRODUTOS METALURGICOS LTDA,ND,ND,ND,ND,Região 12,umuarama,Umuarama
LACTOJARA INDUSTRIA DE LATICINIOS S.A,ND,ND,ND,ND,Sub-região 13,tapejara,Tapejara
LACTOJARA INDUSTRIA E COMERCIO DE LATICINIOS S.A.,ND,ND,ND,ND,Sub-região 13,tapejara,Tapejara
LAGOANO FRIG E COM DE CARNES LTDA,ND,ND,ND,ND,Desconhecida,cruzeiro do oeste,Cruzeiro do Oeste
LATCO BEVERAGES INDUSTRIA DE ALIM L TDA,ND,ND,ND,ND,Desconhecida,cruzeiro do oeste,Cruzeiro do Oeste
LATICINIOS LATCO LTDA,ND,ND,ND,ND,Desconhecida,cruzeiro do oeste,Cruzeiro do Oeste
LATICINIOS LATCO LTDA,ND,ND,ND,ND,Desconhecida,cruzeiro do oeste,Cruzeiro do Oeste
LATICINIOS PEROBAL LTDA,ND,ND,ND,ND,Região 12,perobal,Perobal
LUPUS AGROPECUARIA LTDA,ND,ND,ND,ND,Desconhecida,alto paraiso,Alto Paraíso
MARP INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
MATRIX ELEVADORES LTDA,ND,ND,ND,ND,Região 12,umuarama,Umuarama
MIMOSA ALIMENTOS LTDA - ME,ND,ND,ND,ND,Região 12,umuarama,Umuarama
MINERPHOS COM IND ZOOTECNICA NUTRICAO ANIMAL LTDA,ND,ND,ND,ND,Região 12,umuarama,Umuarama
MODELO INDUSTRIA E COMERCIO DE LATICINIOS LTDA,ND,ND,ND,ND,Região 12,icaraima,Icaraíma
NUTRIJARA NUTRICAO ANIMAL LTDA,ND,ND,ND,ND,Sub-região 13,tapejara,Tapejara
NUTRIPHOS IND COM PROD VETERINARIOS LTDA,ND,ND,ND,ND,Região 12,umuarama,Umuarama
OTC COMERCIO E FABRICACAO DE FUMOS LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
PARAGUAÇU TÊXTIL S A,ND,ND,ND,ND,Região 12,umuarama,Umuarama
PLASTICOS NOVEL DO PARANA LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
PVC BRAZIL IND. DE TUBOS E CONEXOES LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
SABARALCOOL S/A ACUCAR E ALCOOL,ND,ND,ND,ND,Região 12,perobal,Perobal
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
SEARA - IND. E COMERCIO DE PRODUTOS AGRO PECUARIOS,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
SEARA IND. E COMERCIO DE PRODUTOS AGRO-PECUARIOS LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
SEARA -IND. E COMERCIO DE PRODUTOS AGRO-PECUARIOS LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
SEARA-IND. E COMERCIO DE PRODUTOS AGRO-PECUARIOS LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
SEMEGRÃO COMERCIAL AGRÍCOLA LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
SERVALE PRODUTOS ALIMENTÍCIOS LTDA,ND,ND,ND,ND,Desconhecida,alto piquiri,Alto Piquiri
SIPAL INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
SOMAVE AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,cidade gaucha,Cidade Gaúcha
USINA BENEFICIAMENTO LEITE LATCO LT DA,ND,ND,ND,ND,Desconhecida,cruzeiro do oeste,Cruzeiro do Oeste
USINA DE AÇUCAR SANTA TEREZINHA LTD,ND,ND,ND,ND,Região 12,ivate,Ivaté
USINA DE ACUCAR SANTA TEREZINHA LTD A,ND,ND,ND,ND,Sub-região 13,tapejara,Tapejara
USINA DE ACUCAR SANTA TEREZINHA LTDA,ND,ND,ND,ND,Região 12,umuarama,Umuarama
USINA DE AÇÚCAR SANTA TEREZINHA LTDA,ND,ND,ND,ND,Desconhecida,cidade gaucha,Cidade Gaúcha
USINA DE BENEF DE LEITE LATCO LTDA,ND,ND,ND,ND,Desconhecida,cruzeiro do oeste,Cruzeiro do Oeste
USINA SÃO TOMÉ S/A,ND,ND,ND,ND,Desconhecida,cidade gaucha,Cidade Gaúcha
VIVA FOODS LTDA,ND,ND,ND,ND,Sub-região 17,ibipora,Ibiporã
COMPANHIA CANAVIEIRA DE JACAREZINHO,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
SOETO ALHOS E CONSERVAS LTDA,ND,ND,ND,ND,Desconhecida,joaquim tavora,Joaquim Távora
E B LEMES & CIA LTDA,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
CONSTRUHOUSE LTDA,ND,ND,ND,ND,Sub-Região 19,carlopolis,Carlópolis
MARQUES & PAZIN LTDA,ND,ND,ND,ND,Desconhecida,candido de abreu,Cândido de Abreu
PABLIANE C.CASTELUCIO - ACABAMENTOS E ELETRICA - ME,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
RAIA DROGASIL S/A,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
RAMOS E FORTE LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
CERTANO COMERCIAL DE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-Região 19,cambara,Cambará
ACEJAM - ASSOC DE PRODUTORES DE CAFES ESPECIAIS JABOTICABAL MARIMBO,ND,ND,ND,ND,Sub-Região 19,ibaiti,Ibaiti
LUIZ CESAR DOS SANTOS - JACAREZINHO - EPP,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
CELIA CRISTINA CHAVES DE MELO - IBAITI,ND,ND,ND,ND,Sub-Região 19,ibaiti,Ibaiti
COMERCIAL DE ALIMENTOS NOVO PAULISTA LTDA,ND,ND,ND,ND,Sub-Região 19,cambara,Cambará
WALIMAR COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
OIMISAC BENTO SUBTIL ME,ND,ND,ND,ND,Sub-Região 19,ibaiti,Ibaiti
MARILDA MENDES GOMES,ND,ND,ND,ND,Sub-Região 19,carlopolis,Carlópolis
MARCELO CALDEIRA 53491955904,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
FRIGORIFICO RAJA LTDA,ND,ND,ND,ND,Desconhecida,joaquim tavora,Joaquim Távora
"C S C - INDUSTRIA, COMÉRCIO, IMP. E EXPORTAÇÃO DE CAFÉ LTDA",ND,ND,ND,ND,Sub-Região 19,pinhalao,Pinhalão
ANTONIO PEREIRA CAMARGO ME,ND,ND,ND,ND,Sub-Região 19,cambara,Cambará
ENI VENTURATO - IBAITI - ME,ND,ND,ND,ND,Sub-Região 19,ibaiti,Ibaiti
ZUCCO & BAGGIO LTDA,ND,ND,ND,ND,Desconhecida,ribeirao claro,Ribeirão Claro
